year,state_code,producer_type,fuel_source,generators,facilities,nameplate_capacity_(megawatts),summer_capacity_(megawatts),summer_capacity_change
2001,TN,"Electric Generators, Electric Utilities",Natural Gas,,4.0,2298.0,1960.0,616.0
2002,TN,"Electric Generators, Electric Utilities",Natural Gas,,4.0,3731.0,3116.0,1156.0
2003,TN,"Electric Generators, Electric Utilities",Natural Gas,,4.0,3731.0,3128.0,12.0
2004,TN,"Electric Generators, Electric Utilities",Natural Gas,,4.0,3731.0,3137.0,9.0
2005,TN,"Electric Generators, Electric Utilities",Natural Gas,,4.0,3731.0,3032.0,-105.0
2006,TN,"Electric Generators, Electric Utilities",Natural Gas,,5.0,4299.0,3659.0,627.0
2007,TN,"Electric Generators, Electric Utilities",Natural Gas,,5.0,4299.0,3632.0,-27.0
2008,TN,"Electric Generators, Electric Utilities",Natural Gas,,6.0,4759.0,4082.0,450.0
2009,TN,"Electric Generators, Electric Utilities",Natural Gas,,6.0,4759.0,4099.0,17.0
2010,TN,"Electric Generators, Electric Utilities",Natural Gas,,6.0,5363.0,4639.0,540.0
2011,TN,"Electric Generators, Electric Utilities",Natural Gas,70,6.0,5363.0,4639.4,0.3999999999996362
2012,TN,"Electric Generators, Electric Utilities",Natural Gas,74,7.0,6359.9,5152.6,513.2000000000007
2013,TN,"Electric Generators, Electric Utilities",Natural Gas,74,7.0,6359.9,5152.6,0.0
2014,TN,"Electric Generators, Electric Utilities",Natural Gas,74,7.0,6359.9,5152.6,0.0
1990,TX,"Electric Generators, Electric Utilities",Natural Gas,,90.0,41386.6,39068.3,
1991,TX,"Electric Generators, Electric Utilities",Natural Gas,,89.0,41372.8,39051.6,-16.700000000004366
1992,TX,"Electric Generators, Electric Utilities",Natural Gas,,89.0,41374.1,39068.5,16.900000000001455
1993,TX,"Electric Generators, Electric Utilities",Natural Gas,,89.0,41374.1,39057.3,-11.19999999999709
1994,TX,"Electric Generators, Electric Utilities",Natural Gas,,89.0,41586.2,39265.3,208.0
1995,TX,"Electric Generators, Electric Utilities",Natural Gas,,89.0,41455.2,39494.5,229.1999999999971
1996,TX,"Electric Generators, Electric Utilities",Natural Gas,,90.0,41645.0,39704.8,210.3000000000029
1997,TX,"Electric Generators, Electric Utilities",Natural Gas,,89.0,41151.4,39733.3,28.5
1998,TX,"Electric Generators, Electric Utilities",Natural Gas,,88.0,41122.4,39932.2,198.89999999999418
1999,TX,"Electric Generators, Electric Utilities",Natural Gas,,88.0,41124.9,39874.5,-57.69999999999709
2000,TX,"Electric Generators, Electric Utilities",Natural Gas,,89.0,41587.0,40363.0,488.5
2001,TX,"Electric Generators, Electric Utilities",Natural Gas,,55.0,24580.0,23230.0,-17133.0
2002,TX,"Electric Generators, Electric Utilities",Natural Gas,,53.0,24287.0,23274.0,44.0
2003,TX,"Electric Generators, Electric Utilities",Natural Gas,,42.0,14420.0,13729.0,-9545.0
2004,TX,"Electric Generators, Electric Utilities",Natural Gas,,39.0,14856.0,13889.0,160.0
2005,TX,"Electric Generators, Electric Utilities",Natural Gas,,41.0,15396.0,14329.0,440.0
2006,TX,"Electric Generators, Electric Utilities",Natural Gas,,43.0,16381.0,15271.0,942.0
2007,TX,"Electric Generators, Electric Utilities",Natural Gas,,42.0,16079.0,14841.0,-430.0
2008,TX,"Electric Generators, Electric Utilities",Natural Gas,,44.0,16512.0,15307.0,466.0
2009,TX,"Electric Generators, Electric Utilities",Natural Gas,,44.0,16649.0,15379.0,72.0
2010,TX,"Electric Generators, Electric Utilities",Natural Gas,,45.0,17514.0,16074.0,695.0
2011,TX,"Electric Generators, Electric Utilities",Natural Gas,192,44.0,18244.9,16849.8,775.7999999999993
2012,TX,"Electric Generators, Electric Utilities",Natural Gas,197,45.0,19623.0,17943.8,1094.0
2013,TX,"Electric Generators, Electric Utilities",Natural Gas,194,42.0,19860.4,18204.0,260.2000000000007
2014,TX,"Electric Generators, Electric Utilities",Natural Gas,191,42.0,20270.4,18584.1,380.09999999999854
1990,US,"Electric Generators, Electric Utilities",Natural Gas,,825.0,130157.6,121300.4,
1991,US,"Electric Generators, Electric Utilities",Natural Gas,,832.0,135858.8,126837.1,5536.700000000012
1992,US,"Electric Generators, Electric Utilities",Natural Gas,,836.0,137239.8,128149.0,1311.8999999999942
1993,US,"Electric Generators, Electric Utilities",Natural Gas,,850.0,142402.3,132427.3,4278.299999999988
1994,US,"Electric Generators, Electric Utilities",Natural Gas,,860.0,142734.9,133620.1,1192.8000000000175
1995,US,"Electric Generators, Electric Utilities",Natural Gas,,868.0,152359.3,142295.2,8675.100000000006
1996,US,"Electric Generators, Electric Utilities",Natural Gas,,878.0,150110.5,139936.2,-2359.0
1997,US,"Electric Generators, Electric Utilities",Natural Gas,,878.0,151102.4,141713.2,1777.0
1998,US,"Electric Generators, Electric Utilities",Natural Gas,,844.0,139677.4,130404.3,-11308.900000000009
1999,US,"Electric Generators, Electric Utilities",Natural Gas,,820.0,133230.6,123192.5,-7211.800000000003
2000,US,"Electric Generators, Electric Utilities",Natural Gas,,808.0,134016.0,123665.0,472.5
2001,US,"Electric Generators, Electric Utilities",Natural Gas,,646.0,124988.0,112841.0,-10824.0
2002,US,"Electric Generators, Electric Utilities",Natural Gas,,670.0,142178.0,127692.0,14851.0
2003,US,"Electric Generators, Electric Utilities",Natural Gas,,672.0,141016.0,125612.0,-2080.0
2004,US,"Electric Generators, Electric Utilities",Natural Gas,,680.0,149136.0,131734.0,6122.0
2005,US,"Electric Generators, Electric Utilities",Natural Gas,,719.0,167664.0,147752.0,16018.0
2006,US,"Electric Generators, Electric Utilities",Natural Gas,,741.0,179823.0,157742.0,9990.0
2007,US,"Electric Generators, Electric Utilities",Natural Gas,,746.0,186394.0,162756.0,5014.0
2008,US,"Electric Generators, Electric Utilities",Natural Gas,,765.0,198742.0,173106.0,10350.0
2009,US,"Electric Generators, Electric Utilities",Natural Gas,,768.0,207318.0,180571.0,7465.0
2010,US,"Electric Generators, Electric Utilities",Natural Gas,,775.0,212356.0,184231.0,3660.0
2011,US,"Electric Generators, Electric Utilities",Natural Gas,"2,779",777.0,223433.1,193630.5,9399.5
2012,US,"Electric Generators, Electric Utilities",Natural Gas,"2,853",797.0,239366.1,206774.4,13143.899999999994
2013,US,"Electric Generators, Electric Utilities",Natural Gas,"2,784",787.0,240670.7,208485.7,1711.3000000000175
2014,US,"Electric Generators, Electric Utilities",Natural Gas,"2,840",803.0,248968.6,215690.8,7205.099999999977
1990,UT,"Electric Generators, Electric Utilities",Natural Gas,,7.0,246.2,228.4,
1991,UT,"Electric Generators, Electric Utilities",Natural Gas,,7.0,247.2,228.5,0.09999999999999432
1992,UT,"Electric Generators, Electric Utilities",Natural Gas,,7.0,247.2,228.5,0.0
1993,UT,"Electric Generators, Electric Utilities",Natural Gas,,8.0,252.5,227.8,-0.6999999999999886
1994,UT,"Electric Generators, Electric Utilities",Natural Gas,,8.0,252.5,226.8,-1.0
1995,UT,"Electric Generators, Electric Utilities",Natural Gas,,8.0,257.0,231.3,4.5
1996,UT,"Electric Generators, Electric Utilities",Natural Gas,,8.0,257.0,230.8,-0.5
1997,UT,"Electric Generators, Electric Utilities",Natural Gas,,7.0,316.0,295.8,65.0
1998,UT,"Electric Generators, Electric Utilities",Natural Gas,,7.0,316.0,295.8,0.0
1999,UT,"Electric Generators, Electric Utilities",Natural Gas,,7.0,316.0,295.8,0.0
2000,UT,"Electric Generators, Electric Utilities",Natural Gas,,7.0,323.0,303.0,7.199999999999989
2001,UT,"Electric Generators, Electric Utilities",Natural Gas,,8.0,356.0,332.0,29.0
2002,UT,"Electric Generators, Electric Utilities",Natural Gas,,9.0,874.0,782.0,450.0
2003,UT,"Electric Generators, Electric Utilities",Natural Gas,,9.0,875.0,782.0,0.0
2004,UT,"Electric Generators, Electric Utilities",Natural Gas,,10.0,893.0,796.0,14.0
2005,UT,"Electric Generators, Electric Utilities",Natural Gas,,11.0,1186.0,1098.0,302.0
2006,UT,"Electric Generators, Electric Utilities",Natural Gas,,12.0,1372.0,1257.0,159.0
2007,UT,"Electric Generators, Electric Utilities",Natural Gas,,13.0,1950.0,1755.0,498.0
2008,UT,"Electric Generators, Electric Utilities",Natural Gas,,12.0,1748.0,1542.0,-213.0
2009,UT,"Electric Generators, Electric Utilities",Natural Gas,,12.0,1788.0,1624.0,82.0
2010,UT,"Electric Generators, Electric Utilities",Natural Gas,,12.0,1828.0,1660.0,36.0
2011,UT,"Electric Generators, Electric Utilities",Natural Gas,44,12.0,1820.8,1653.5,-6.5
2012,UT,"Electric Generators, Electric Utilities",Natural Gas,50,12.0,1841.4,1647.3,-6.2000000000000455
2013,UT,"Electric Generators, Electric Utilities",Natural Gas,50,12.0,1841.4,1654.3,7.0
2014,UT,"Electric Generators, Electric Utilities",Natural Gas,54,13.0,2773.5,2280.4,626.1000000000001
1990,VA,"Electric Generators, Electric Utilities",Natural Gas,,6.0,222.6,191.7,
1991,VA,"Electric Generators, Electric Utilities",Natural Gas,,6.0,222.6,197.7,6.0
1992,VA,"Electric Generators, Electric Utilities",Natural Gas,,6.0,441.6,377.3,179.60000000000002
1993,VA,"Electric Generators, Electric Utilities",Natural Gas,,6.0,696.9,594.6,217.3
1994,VA,"Electric Generators, Electric Utilities",Natural Gas,,6.0,477.9,399.7,-194.90000000000003
1995,VA,"Electric Generators, Electric Utilities",Natural Gas,,5.0,1232.8,994.7,595.0
1996,VA,"Electric Generators, Electric Utilities",Natural Gas,,5.0,1230.6,994.1,-0.6000000000000227
1997,VA,"Electric Generators, Electric Utilities",Natural Gas,,6.0,1853.1,1523.6,529.4999999999999
1998,VA,"Electric Generators, Electric Utilities",Natural Gas,,6.0,1671.8,1523.6,0.0
1999,VA,"Electric Generators, Electric Utilities",Natural Gas,,6.0,1671.8,1523.6,0.0
2000,VA,"Electric Generators, Electric Utilities",Natural Gas,,7.0,2369.0,2083.0,559.4000000000001
2001,VA,"Electric Generators, Electric Utilities",Natural Gas,,8.0,2734.0,2248.0,165.0
2002,VA,"Electric Generators, Electric Utilities",Natural Gas,,9.0,2599.0,2097.0,-151.0
2003,VA,"Electric Generators, Electric Utilities",Natural Gas,,12.0,4374.0,3714.0,1617.0
2004,VA,"Electric Generators, Electric Utilities",Natural Gas,,12.0,4869.0,4101.0,387.0
2005,VA,"Electric Generators, Electric Utilities",Natural Gas,,12.0,5255.0,4395.0,294.0
2006,VA,"Electric Generators, Electric Utilities",Natural Gas,,12.0,5255.0,4395.0,0.0
2007,VA,"Electric Generators, Electric Utilities",Natural Gas,,12.0,5255.0,4429.0,34.0
2008,VA,"Electric Generators, Electric Utilities",Natural Gas,,12.0,5612.0,4897.0,468.0
2009,VA,"Electric Generators, Electric Utilities",Natural Gas,,12.0,5791.0,5076.0,179.0
2010,VA,"Electric Generators, Electric Utilities",Natural Gas,,12.0,5791.0,5122.0,46.0
2011,VA,"Electric Generators, Electric Utilities",Natural Gas,48,13.0,6349.6,5710.7,588.6999999999998
2012,VA,"Electric Generators, Electric Utilities",Natural Gas,48,13.0,6349.6,5709.3,-1.3999999999996362
2013,VA,"Electric Generators, Electric Utilities",Natural Gas,50,14.0,6603.8,5936.3,227.0
2014,VA,"Electric Generators, Electric Utilities",Natural Gas,54,15.0,8076.0,7410.0,1473.6999999999998
1990,WA,"Electric Generators, Electric Utilities",Natural Gas,,4.0,655.4,590.0,
1991,WA,"Electric Generators, Electric Utilities",Natural Gas,,4.0,655.4,590.0,0.0
1992,WA,"Electric Generators, Electric Utilities",Natural Gas,,4.0,655.4,590.0,0.0
1993,WA,"Electric Generators, Electric Utilities",Natural Gas,,4.0,655.4,590.0,0.0
1994,WA,"Electric Generators, Electric Utilities",Natural Gas,,4.0,655.4,590.0,0.0
1995,WA,"Electric Generators, Electric Utilities",Natural Gas,,4.0,655.4,590.0,0.0
1996,WA,"Electric Generators, Electric Utilities",Natural Gas,,4.0,655.4,590.0,0.0
1997,WA,"Electric Generators, Electric Utilities",Natural Gas,,5.0,903.4,838.0,248.0
1998,WA,"Electric Generators, Electric Utilities",Natural Gas,,5.0,903.4,838.0,0.0
1999,WA,"Electric Generators, Electric Utilities",Natural Gas,,6.0,1073.6,955.0,117.0
2000,WA,"Electric Generators, Electric Utilities",Natural Gas,,6.0,1074.0,955.0,0.0
2001,WA,"Electric Generators, Electric Utilities",Natural Gas,,7.0,1105.0,987.0,32.0
2002,WA,"Electric Generators, Electric Utilities",Natural Gas,,10.0,1293.0,1146.0,159.0
2003,WA,"Electric Generators, Electric Utilities",Natural Gas,,10.0,1293.0,1153.0,7.0
2004,WA,"Electric Generators, Electric Utilities",Natural Gas,,10.0,1293.0,1184.0,31.0
2005,WA,"Electric Generators, Electric Utilities",Natural Gas,,10.0,1319.0,1141.0,-43.0
2006,WA,"Electric Generators, Electric Utilities",Natural Gas,,10.0,1319.0,1138.0,-3.0
2007,WA,"Electric Generators, Electric Utilities",Natural Gas,,9.0,1287.0,1111.0,-27.0
2008,WA,"Electric Generators, Electric Utilities",Natural Gas,,14.0,3255.0,2768.0,1657.0
2009,WA,"Electric Generators, Electric Utilities",Natural Gas,,14.0,3255.0,2782.0,14.0
2010,WA,"Electric Generators, Electric Utilities",Natural Gas,,14.0,3255.0,2849.0,67.0
2011,WA,"Electric Generators, Electric Utilities",Natural Gas,37,14.0,3254.7,2849.3,0.3000000000001819
2012,WA,"Electric Generators, Electric Utilities",Natural Gas,40,15.0,3540.2,3087.3,238.0
2013,WA,"Electric Generators, Electric Utilities",Natural Gas,39,15.0,3506.5,3046.5,-40.80000000000018
2014,WA,"Electric Generators, Electric Utilities",Natural Gas,38,15.0,3553.0,2990.6,-55.90000000000009
1990,WI,"Electric Generators, Electric Utilities",Natural Gas,,21.0,269.9,252.3,
1991,WI,"Electric Generators, Electric Utilities",Natural Gas,,20.0,413.6,395.0,142.7
1992,WI,"Electric Generators, Electric Utilities",Natural Gas,,21.0,426.1,398.4,3.3999999999999773
1993,WI,"Electric Generators, Electric Utilities",Natural Gas,,22.0,704.2,639.4,241.0
1994,WI,"Electric Generators, Electric Utilities",Natural Gas,,22.0,1146.9,1057.9,418.5000000000001
1995,WI,"Electric Generators, Electric Utilities",Natural Gas,,22.0,1499.4,1364.3,306.39999999999986
1996,WI,"Electric Generators, Electric Utilities",Natural Gas,,21.0,1584.2,1456.1,91.79999999999995
1997,WI,"Electric Generators, Electric Utilities",Natural Gas,,20.0,1571.7,1449.9,-6.199999999999818
1998,WI,"Electric Generators, Electric Utilities",Natural Gas,,20.0,1733.1,1612.8,162.89999999999986
1999,WI,"Electric Generators, Electric Utilities",Natural Gas,,21.0,1757.6,1799.5,186.70000000000005
2000,WI,"Electric Generators, Electric Utilities",Natural Gas,,23.0,1981.0,1901.0,101.5
2001,WI,"Electric Generators, Electric Utilities",Natural Gas,,23.0,2064.0,1974.0,73.0
2002,WI,"Electric Generators, Electric Utilities",Natural Gas,,22.0,2245.0,2168.0,194.0
2003,WI,"Electric Generators, Electric Utilities",Natural Gas,,24.0,2672.0,2634.0,466.0
2004,WI,"Electric Generators, Electric Utilities",Natural Gas,,25.0,2755.0,2689.0,55.0
2005,WI,"Electric Generators, Electric Utilities",Natural Gas,,28.0,3883.0,3697.0,1008.0
2006,WI,"Electric Generators, Electric Utilities",Natural Gas,,28.0,3884.0,3716.0,19.0
2007,WI,"Electric Generators, Electric Utilities",Natural Gas,,28.0,3895.0,3683.0,-33.0
2008,WI,"Electric Generators, Electric Utilities",Natural Gas,,27.0,4479.0,4248.0,565.0
2009,WI,"Electric Generators, Electric Utilities",Natural Gas,,27.0,4473.0,4237.0,-11.0
2010,WI,"Electric Generators, Electric Utilities",Natural Gas,,26.0,4273.0,3828.0,-409.0
2011,WI,"Electric Generators, Electric Utilities",Natural Gas,58,27.0,4343.0,3814.2,-13.800000000000182
2012,WI,"Electric Generators, Electric Utilities",Natural Gas,64,30.0,4831.6,4245.7,431.5
2013,WI,"Electric Generators, Electric Utilities",Natural Gas,64,30.0,4831.6,4217.2,-28.5
2014,WI,"Electric Generators, Electric Utilities",Natural Gas,71,33.0,6177.6,5371.2,1154.0
2005,WV,"Electric Generators, Electric Utilities",Natural Gas,,1.0,779.0,696.0,
2006,WV,"Electric Generators, Electric Utilities",Natural Gas,,1.0,779.0,675.0,-21.0
2007,WV,"Electric Generators, Electric Utilities",Natural Gas,,1.0,519.0,450.0,-225.0
2008,WV,"Electric Generators, Electric Utilities",Natural Gas,,1.0,519.0,450.0,0.0
2009,WV,"Electric Generators, Electric Utilities",Natural Gas,,1.0,519.0,450.0,0.0
2010,WV,"Electric Generators, Electric Utilities",Natural Gas,,1.0,519.0,450.0,0.0
2011,WV,"Electric Generators, Electric Utilities",Natural Gas,6,1.0,519.0,450.0,0.0
2012,WV,"Electric Generators, Electric Utilities",Natural Gas,6,1.0,519.0,450.0,0.0
2013,WV,"Electric Generators, Electric Utilities",Natural Gas,6,1.0,519.0,450.0,0.0
2014,WV,"Electric Generators, Electric Utilities",Natural Gas,6,1.0,519.0,450.0,0.0
2000,WY,"Electric Generators, Electric Utilities",Natural Gas,,1.0,40.0,34.0,
2001,WY,"Electric Generators, Electric Utilities",Natural Gas,,1.0,40.0,34.0,0.0
2002,WY,"Electric Generators, Electric Utilities",Natural Gas,,5.0,148.0,119.0,85.0
2003,WY,"Electric Generators, Electric Utilities",Natural Gas,,4.0,108.0,85.0,-34.0
2004,WY,"Electric Generators, Electric Utilities",Natural Gas,,4.0,108.0,80.0,-5.0
2005,WY,"Electric Generators, Electric Utilities",Natural Gas,,5.0,148.0,113.0,33.0
2006,WY,"Electric Generators, Electric Utilities",Natural Gas,,4.0,108.0,79.0,-34.0
2007,WY,"Electric Generators, Electric Utilities",Natural Gas,,4.0,108.0,79.0,0.0
2008,WY,"Electric Generators, Electric Utilities",Natural Gas,,4.0,108.0,79.0,0.0
2009,WY,"Electric Generators, Electric Utilities",Natural Gas,,4.0,108.0,79.0,0.0
2010,WY,"Electric Generators, Electric Utilities",Natural Gas,,4.0,108.0,79.0,0.0
2011,WY,"Electric Generators, Electric Utilities",Natural Gas,10,4.0,107.5,79.0,0.0
2012,WY,"Electric Generators, Electric Utilities",Natural Gas,10,4.0,107.5,79.0,0.0
2013,WY,"Electric Generators, Electric Utilities",Natural Gas,10,4.0,107.5,79.0,0.0
2014,WY,"Electric Generators, Electric Utilities",Natural Gas,10,4.0,107.5,79.0,0.0
1990,AL,"Electric Generators, Electric Utilities",Nuclear,,2.0,5232.5,4847.0,
1991,AL,"Electric Generators, Electric Utilities",Nuclear,,2.0,5232.5,4831.0,-16.0
1992,AL,"Electric Generators, Electric Utilities",Nuclear,,2.0,5232.5,4836.1,5.100000000000364
1993,AL,"Electric Generators, Electric Utilities",Nuclear,,2.0,5232.5,4834.8,-1.300000000000182
1994,AL,"Electric Generators, Electric Utilities",Nuclear,,2.0,5232.5,4834.8,0.0
1995,AL,"Electric Generators, Electric Utilities",Nuclear,,2.0,5232.5,4834.8,0.0
1996,AL,"Electric Generators, Electric Utilities",Nuclear,,2.0,5232.5,4839.0,4.199999999999818
1997,AL,"Electric Generators, Electric Utilities",Nuclear,,2.0,5232.5,4872.8,33.80000000000018
1998,AL,"Electric Generators, Electric Utilities",Nuclear,,2.0,5270.5,4947.0,74.19999999999982
1999,AL,"Electric Generators, Electric Utilities",Nuclear,,2.0,5270.5,5000.0,53.0
2000,AL,"Electric Generators, Electric Utilities",Nuclear,,2.0,5271.0,4976.0,-24.0
2001,AL,"Electric Generators, Electric Utilities",Nuclear,,2.0,5270.0,4966.0,-10.0
2002,AL,"Electric Generators, Electric Utilities",Nuclear,,2.0,5270.0,4966.0,0.0
2003,AL,"Electric Generators, Electric Utilities",Nuclear,,2.0,5270.0,4972.0,6.0
2004,AL,"Electric Generators, Electric Utilities",Nuclear,,2.0,5270.0,5008.0,36.0
2005,AL,"Electric Generators, Electric Utilities",Nuclear,,2.0,5270.0,5008.0,0.0
2006,AL,"Electric Generators, Electric Utilities",Nuclear,,2.0,5270.0,5008.0,0.0
2007,AL,"Electric Generators, Electric Utilities",Nuclear,,2.0,5270.0,4985.0,-23.0
2008,AL,"Electric Generators, Electric Utilities",Nuclear,,2.0,5270.0,4985.0,0.0
2009,AL,"Electric Generators, Electric Utilities",Nuclear,,2.0,5270.0,4985.0,0.0
2010,AL,"Electric Generators, Electric Utilities",Nuclear,,2.0,5270.0,5043.0,58.0
2011,AL,"Electric Generators, Electric Utilities",Nuclear,5,2.0,5270.4,5043.4,0.3999999999996362
2012,AL,"Electric Generators, Electric Utilities",Nuclear,5,2.0,5270.4,5043.4,0.0
2013,AL,"Electric Generators, Electric Utilities",Nuclear,5,2.0,5270.4,5043.4,0.0
2014,AL,"Electric Generators, Electric Utilities",Nuclear,5,2.0,5270.4,5066.4,23.0
1990,AR,"Electric Generators, Electric Utilities",Nuclear,,1.0,1845.0,1694.0,
1991,AR,"Electric Generators, Electric Utilities",Nuclear,,1.0,1845.0,1694.0,0.0
