"Plant.Name"	"plant.id"	"plant_code"	"RPS.ID"	"ARB.ID"	"Unit"	"Start.Date"	"Retired.Unit"	"Retire.Date"	"CA.ISO.Resource.ID"	"CA.ISO.Generating.Unit.Name"	"Company.Owner.Name"	"City"	"County"	"State"
"Guadalupe Power Plant (Retired 2013)"	"E0120"	10390	""	101713	"Unit 3"	"4/1/1984"	TRUE	"8/12/2013"	"HICKS_7_GUADLP"	""	"Fortistar Methane Group"	"San Jose"	"Santa Clara"	"CA"
"Guadalupe Power Plant (Retired 2013)"	"E0120"	10390	""	101713	"Unit 4"	"12/1/1987"	TRUE	"1/1/2013"	"HICKS_7_GUADLP"	""	"Fortistar Methane Group"	"San Jose"	"Santa Clara"	"CA"
"Newby Island II (Retired 2010)"	"E0122"	10389	""	101658	"1"	"12/1/1989"	TRUE	"6/23/2010"	""	""	"Fortistar Methane Group"	"San Jose"	"Santa Clara"	"CA"
"Newby Island II (Retired 2010)"	"E0122"	10389	""	101658	"2"	"12/1/1989"	TRUE	"6/23/2010"	""	""	"Fortistar Methane Group"	"San Jose"	"Santa Clara"	"CA"
"Newby Island II (Retired 2010)"	"E0122"	10389	""	101658	"3"	"12/1/1989"	TRUE	"6/23/2010"	""	""	"Fortistar Methane Group"	"San Jose"	"Santa Clara"	"CA"
"Marsh Road Power Plant (Retired 2013)"	"E0123"	10391	"60104A"	101714	"Unit 1"	"12/1/1982"	TRUE	"1/1/2013"	"BLHVN_7_MENLOP"	""	"Fortistar Methane Group"	"Menlo Park"	"San Mateo"	"CA"
"Marsh Road Power Plant (Retired 2013)"	"E0123"	10391	"60104A"	101714	"Unit 2"	"12/1/1982"	TRUE	"1/1/2013"	"BLHVN_7_MENLOP"	""	"Fortistar Methane Group"	"Menlo Park"	"San Mateo"	"CA"
"Marsh Road Power Plant (Retired 2013)"	"E0123"	10391	"60104A"	101714	"Unit 3"	"12/1/1982"	TRUE	"1/1/2013"	"BLHVN_7_MENLOP"	""	"Fortistar Methane Group"	"Menlo Park"	"San Mateo"	"CA"
"Marsh Road Power Plant (Retired 2013)"	"E0123"	10391	"60104A"	101714	"Unit 4"	"12/1/1982"	TRUE	"11/26/2013"	"BLHVN_7_MENLOP"	""	"Fortistar Methane Group"	"Menlo Park"	"San Mateo"	"CA"
"Oxnard - Closed December 2009"	"E0125"	52206	""	NA	"1"	"12/1/1985"	TRUE	"12/17/2009"	"SNCLRA_6_QF"	"SANTA CLARA AREA LUMPED UNITS"	"Pacific Recovery Corp"	"Oxnard"	"Ventura"	"CA"
"Oxnard - Closed December 2009"	"E0125"	52206	""	NA	"1-3"	"12/1/1985"	TRUE	"12/17/2009"	"SNCLRA_6_QF"	"SANTA CLARA AREA LUMPED UNITS"	"Pacific Recovery Corp"	"Oxnard"	"Ventura"	"CA"
"Oxnard - Closed December 2009"	"E0125"	52206	""	NA	"2"	"12/1/1985"	TRUE	"12/17/2009"	"SNCLRA_6_QF"	"SANTA CLARA AREA LUMPED UNITS"	"Pacific Recovery Corp"	"Oxnard"	"Ventura"	"CA"
"Oxnard - Closed December 2009"	"E0125"	52206	""	NA	"3"	"12/1/1985"	TRUE	"12/17/2009"	"SNCLRA_6_QF"	"SANTA CLARA AREA LUMPED UNITS"	"Pacific Recovery Corp"	"Oxnard"	"Ventura"	"CA"
"Puente Hills Energy Recovery"	"E0127"	10472	"60290A"	100071	"GEN 1"	"9/1/1986"	FALSE	""	"WALNUT_6_HILLGEN"	"L.A. COUNTY SANITATION DISTRICT #2 (PUENTE HILLS B)"	"County Sanitation Districts of Los Angeles County"	"Whittier"	"Los Angeles"	"CA"
"Puente Hills Energy Recovery"	"E0127"	10472	"60290A"	100071	"GEN 2"	"1/1/1984"	TRUE	"12/31/2015"	"WALNUT_6_HILLGEN"	"L.A. COUNTY SANITATION DISTRICT #2 (PUENTE HILLS B)"	"County Sanitation Districts of Los Angeles County"	"Whittier"	"Los Angeles"	"CA"
"Puente Hills Gas-to-Energy Facility  Phase II"	"E0128"	10472	"60632A"	NA	"Gen-3"	"1/1/2006"	FALSE	""	"RHONDO_6_PUENTE"	"Puente Hills Facility"	"County Sanitation Districts of Los Angeles County"	"Whittier"	"Los Angeles"	"CA"
"Puente Hills Gas-to-Energy Facility  Phase II"	"E0128"	10472	"60632A"	NA	"Gen-4"	"1/1/2006"	FALSE	""	"RHONDO_6_PUENTE"	"Puente Hills Facility"	"County Sanitation Districts of Los Angeles County"	"Whittier"	"Los Angeles"	"CA"
"Puente Hills Gas-to-Energy Facility  Phase II"	"E0128"	10472	"60632A"	NA	"Gen-5"	"1/1/2006"	FALSE	""	"RHONDO_6_PUENTE"	"Puente Hills Facility"	"County Sanitation Districts of Los Angeles County"	"Whittier"	"Los Angeles"	"CA"
"Spadra Landfill Gas to Energy"	"E0129"	10471	""	NA	"GEN 1"	"4/4/1991"	FALSE	""	"CHINO_2_QF"	"CHINO AREA LUMPED UNITS"	"County Sanitation Districts of Los Angeles County"	"Pomona"	"Los Angeles"	"CA"
"Palos Verdes Gas to Energy Facility - Retired Oct 2011"	"E0130"	10473	""	NA	"GN 1"	"5/1/1988"	TRUE	"10/1/2011"	"LAFRES_6_QF"	""	"County Sanitation Districts of Los Angeles County"	"Rolling Hills Estates"	"Los Angeles"	"CA"
"Santa Cruz Energy LLC"	"E0132"	57197	"60972A"	101439	"GEN 1"	"11/21/2009"	FALSE	""	"PSWEET_1_STCRUZ"	"Santa Cruz Energy LLC"	"Fortistar Methane Group"	"Santa Cruz"	"Santa Cruz"	"CA"
"Modesto Energy - Retired Dec 2002"	"E0134"	50294	""	NA	"MELP"	"4/26/1988"	TRUE	"12/31/2002"	""	""	"Modesto Energy LP"	"Westley"	"Stanislaus"	"CA"
"Marina Landfill Gas (Monterey Regional Waste Management Dst)"	"E0135"	10748	""	101329	"G4"	"3/1/1997"	FALSE	""	"CASTVL_7_MRWMD"	""	"Monterey Regional Waste Mgmt Dist"	"Marina"	"Monterey"	"CA"
"Marina Landfill Gas (Monterey Regional Waste Management Dst)"	"E0135"	10748	""	101329	"LL1"	"4/1/1997"	FALSE	""	"CASTVL_7_MRWMD"	""	"Monterey Regional Waste Mgmt Dist"	"Marina"	"Monterey"	"CA"
"Marina Landfill Gas (Monterey Regional Waste Management Dst)"	"E0135"	10748	""	101329	"U1"	"4/1/1997"	FALSE	""	"CASTVL_7_MRWMD"	""	"Monterey Regional Waste Mgmt Dist"	"Marina"	"Monterey"	"CA"
"Marina Landfill Gas (Monterey Regional Waste Management Dst)"	"E0135"	10748	""	101329	"U2"	"9/1/2002"	FALSE	""	"CASTVL_7_MRWMD"	""	"Monterey Regional Waste Mgmt Dist"	"Marina"	"Monterey"	"CA"
"Marina Landfill Gas (Monterey Regional Waste Management Dst)"	"E0135"	10748	""	101329	"U3"	"4/1/1998"	FALSE	""	"CASTVL_7_MRWMD"	""	"Monterey Regional Waste Mgmt Dist"	"Marina"	"Monterey"	"CA"
"Marina Landfill Gas (Monterey Regional Waste Management Dst)"	"E0135"	10748	""	101329	"U4"	"3/1/1997"	FALSE	""	"CASTVL_7_MRWMD"	""	"Monterey Regional Waste Mgmt Dist"	"Marina"	"Monterey"	"CA"
"Nove Power Plant"	"E0137"	50831	"61634A"	100076	"GEN1"	"5/1/1987"	FALSE	""	"RICHMN_7_BAYENV"	"BAY EVIRONMENTAL MANAGEMENT"	"West Contra Costa Energy Recovery Inc"	"Richmond"	"Contra Costa"	"CA"
"Nove Power Plant"	"E0137"	50831	"61634A"	100076	"GEN2"	"12/1/1985"	FALSE	""	"RICHMN_7_BAYENV"	"BAY EVIRONMENTAL MANAGEMENT"	"West Contra Costa Energy Recovery Inc"	"Richmond"	"Contra Costa"	"CA"
"Nove Power Plant"	"E0137"	50831	"61634A"	100076	"GEN3"	"12/1/1985"	FALSE	""	"RICHMN_7_BAYENV"	"BAY EVIRONMENTAL MANAGEMENT"	"West Contra Costa Energy Recovery Inc"	"Richmond"	"Contra Costa"	"CA"
"Corona Landfill - Retired Dec 2004"	"E0139"	50786	""	NA	"UNT1"	"1/1/1991"	TRUE	"12/31/2004"	""	""	"NEO Corporation"	"Corona"	"Riverside"	"CA"
"Santa Clara - Retired Dec 2005"	"E0141"	52207	""	NA	"1"	"12/1/1986"	TRUE	"12/31/2005"	"MNTVIS_1_QF"	""	"Pacific Recovery Corp"	"Santa Clara"	"Santa Clara"	"CA"
"Penrose Landfill - Retired December 2005"	"E0142"	54326	""	NA	"1"	"12/1/1985"	TRUE	"12/31/2005"	""	""	"SCS Energy"	"Sun Valley"	"Los Angeles"	"CA"
"Penrose Landfill - Retired December 2005"	"E0142"	54326	""	NA	"2"	"12/1/1985"	TRUE	"12/31/2005"	""	""	"SCS Energy"	"Sun Valley"	"Los Angeles"	"CA"
"Penrose Landfill - Retired December 2005"	"E0142"	54326	""	NA	"3"	"12/1/1985"	TRUE	"12/31/2005"	""	""	"SCS Energy"	"Sun Valley"	"Los Angeles"	"CA"
"Penrose Landfill - Retired December 2005"	"E0142"	54326	""	NA	"4"	"12/1/1985"	TRUE	"12/31/2005"	""	""	"SCS Energy"	"Sun Valley"	"Los Angeles"	"CA"
"Penrose Landfill - Retired December 2005"	"E0142"	54326	""	NA	"5"	"12/1/1985"	TRUE	"12/31/2005"	""	""	"SCS Energy"	"Sun Valley"	"Los Angeles"	"CA"
"Penrose Landfill - Retired December 2005"	"E0142"	54326	""	NA	"G1"	"12/1/2005"	TRUE	"1/1/2009"	""	""	"SCS Energy"	"Sun Valley"	"Los Angeles"	"CA"
"Penrose Landfill - Retired December 2005"	"E0142"	54326	""	NA	"G2"	"12/1/2005"	TRUE	"1/1/2009"	""	""	"SCS Energy"	"Sun Valley"	"Los Angeles"	"CA"
"Penrose Landfill - Retired December 2005"	"E0142"	54326	""	NA	"G3"	"12/1/2005"	TRUE	"1/1/2009"	""	""	"SCS Energy"	"Sun Valley"	"Los Angeles"	"CA"
"Penrose Landfill - Retired December 2005"	"E0142"	54326	""	NA	"G4"	"12/1/2005"	TRUE	"1/1/2009"	""	""	"SCS Energy"	"Sun Valley"	"Los Angeles"	"CA"
"Penrose Landfill - Retired December 2005"	"E0142"	54326	""	NA	"G5"	"12/1/2005"	TRUE	"1/1/2009"	""	""	"SCS Energy"	"Sun Valley"	"Los Angeles"	"CA"
"Toyon Landfill Gas Conversion LLC"	"E0143"	54327	""	NA	"1"	"12/1/1985"	TRUE	"12/31/2005"	""	""	"Toyon Landfill Gas Conversion LLC"	"Los Angeles"	"Los Angeles"	"CA"
"Toyon Landfill Gas Conversion LLC"	"E0143"	54327	""	NA	"2"	"12/1/1985"	TRUE	"12/31/2005"	""	""	"Toyon Landfill Gas Conversion LLC"	"Los Angeles"	"Los Angeles"	"CA"
"Toyon Landfill Gas Conversion LLC"	"E0143"	54327	""	NA	"3"	"12/1/1985"	TRUE	"12/31/2005"	""	""	"Toyon Landfill Gas Conversion LLC"	"Los Angeles"	"Los Angeles"	"CA"
"Toyon Landfill Gas Conversion LLC"	"E0143"	54327	""	NA	"4"	"12/1/1985"	TRUE	"12/31/2005"	""	""	"Toyon Landfill Gas Conversion LLC"	"Los Angeles"	"Los Angeles"	"CA"
"Toyon Landfill Gas Conversion LLC"	"E0143"	54327	""	NA	"5"	"12/1/1985"	TRUE	"12/31/2005"	""	""	"Toyon Landfill Gas Conversion LLC"	"Los Angeles"	"Los Angeles"	"CA"
"Toyon Landfill Gas Conversion LLC"	"E0143"	54327	""	NA	"G1"	"9/1/2005"	FALSE	""	""	""	"Toyon Landfill Gas Conversion LLC"	"Los Angeles"	"Los Angeles"	"CA"
"Toyon Landfill Gas Conversion LLC"	"E0143"	54327	""	NA	"G2"	"9/1/2005"	FALSE	""	""	""	"Toyon Landfill Gas Conversion LLC"	"Los Angeles"	"Los Angeles"	"CA"
"Salinas - Closed August 2009"	"E0144"	52205	""	NA	"1"	"12/1/1986"	TRUE	"8/22/2009"	"PRNDAL_7_COVANT"	""	"Pacific Recovery Corp"	"Salinas"	"Monterey"	"CA"
"Byxbee Park Sanitary Landill - Retired December 2004"	"E0146"	54252	""	NA	"GEN1"	"1/1/1990"	TRUE	"12/31/2004"	""	""	"WPI Packaging & Maintenance Co"	"Palo Alto"	"Santa Clara"	"CA"
"Byxbee Park Sanitary Landill - Retired December 2004"	"E0146"	54252	""	NA	"GEN2"	"4/1/1990"	TRUE	"12/31/2004"	""	""	"WPI Packaging & Maintenance Co"	"Palo Alto"	"Santa Clara"	"CA"
"Stanislaus Resource Recovery Facility"	"E0150"	50632	"60110A"	101264	"UNIT 1"	"1/1/1989"	FALSE	""	"STNRES_1_UNIT"	"Covanta Stanislaus, Inc."	"Covanta Energy Inc"	"Crows Landing"	"Stanislaus"	"CA"
"MM West Covina LLC"	"E0152"	54015	"60478A"	101484	"GEN1"	"4/1/1999"	TRUE	"12/31/2012"	"WALNUT_7_WCOVCT"	"MM WEST COAST COVINA, LLC (BKK I)"	"Fortistar Methane Group"	"West Covina"	"Los Angeles"	"CA"
"MM West Covina LLC"	"E0152"	54015	"60478A"	101484	"GEN2"	"6/1/1993"	FALSE	""	"WALNUT_7_WCOVST"	"MM WEST COAST COVINA, LLC (BKK II)"	"Fortistar Methane Group"	"West Covina"	"Los Angeles"	"CA"
"Bradley Landfill"	"E0153"	56533	"62011A"	101567	"1"	"1/1/2001"	FALSE	""	""	""	"Los Angeles Department of Water & Power (LADWP)"	"Los Angeles"	"Los Angeles"	"CA"
"MM Yolo Power LLC Facility"	"E0154"	54567	"60469A"	101209	"1- 4"	"10/1/1990"	TRUE	"12/31/2001"	"DAVIS_7_MNMETH"	"MM Yolo Power LLC"	"Fortistar Methane Group"	"Davis"	"Yolo"	"CA"
"MM Yolo Power LLC Facility"	"E0154"	54567	"60469A"	101209	"1- 5"	"10/1/1990"	FALSE	""	"DAVIS_7_MNMETH"	"MM Yolo Power LLC"	"Fortistar Methane Group"	"Davis"	"Yolo"	"CA"
"MM Yolo Power LLC Facility"	"E0154"	54567	"60469A"	101209	"5"	"12/1/1998"	TRUE	"12/31/2001"	"DAVIS_7_MNMETH"	"MM Yolo Power LLC"	"Fortistar Methane Group"	"Davis"	"Yolo"	"CA"
"Aliso Water Management Agency"	"E0155"	10820	""	NA	"GEN 1"	"3/1/1997"	FALSE	""	""	""	"South Orange County Wastewater Authority"	"Laguna Niguel"	"Orange"	"CA"
"Aliso Water Management Agency"	"E0155"	10820	""	NA	"GEN 2"	"3/1/1997"	FALSE	""	""	""	"South Orange County Wastewater Authority"	"Laguna Niguel"	"Orange"	"CA"
"Aliso Water Management Agency"	"E0155"	10820	""	NA	"GEN 3"	"3/1/1997"	FALSE	""	""	""	"South Orange County Wastewater Authority"	"Laguna Niguel"	"Orange"	"CA"
"Wheelabrator Hudson Energy - Retired 2003 and 2014"	"E0165"	10037	"60093"	NA	"1"	"1/1/1982"	TRUE	"12/31/2003"	"JESSUP_1_HUDSON"	""	"Wheelabrator Hudson Energy Co Inc"	"Anderson"	"Shasta"	"CA"
"Wheelabrator Hudson Energy - Retired 2003 and 2014"	"E0165"	10037	""	NA	"1-RP"	"12/28/2012"	TRUE	"9/1/2014"	"JESSUP_1_HUDSON"	""	"Wheelabrator Hudson Energy Co Inc"	"Anderson"	"Shasta"	"CA"
"MM Lopez Energy LLC"	"E0168"	55161	"60480A"	100088	"UNT1-2"	"1/1/1999"	FALSE	""	"SAUGUS_7_LOPEZ"	"MM LOPEZ ENERGY, LLC"	"Fortistar Methane Group"	"Lake View Terrace"	"Los Angeles"	"CA"
"Gas Utilization Facility (Pt. Loma Sewage TP)"	"E0171"	50492	""	NA	"1"	"6/1/1985"	FALSE	""	"CBRLLO_6_PLSTP1"	"POINT LOMA WASTEWATER TREATMENT PLANT"	"City of San Diego"	"San Diego"	"San Diego"	"CA"
"Gas Utilization Facility (Pt. Loma Sewage TP)"	"E0171"	50492	""	NA	"2"	"6/1/1985"	FALSE	""	"CBRLLO_6_PLSTP1"	"POINT LOMA WASTEWATER TREATMENT PLANT"	"City of San Diego"	"San Diego"	"San Diego"	"CA"
"SPI - Anderson"	"E0174"	55049	"60086A"	100090	"GEN1"	"1/1/1999"	TRUE	"7/27/2015"	"SPIAND_1_UNIT"	""	"Sierra Pacific Industries Inc"	"Anderson"	"Shasta"	"CA"
"Newby Island I"	"E0179"	10388	""	101658	"Unit 1"	"10/1/1984"	TRUE	"11/30/2013"	"MNTAGU_7_NEWBYI"	""	"Fortistar Methane Group"	"San Jose"	"Santa Clara"	"CA"
"Newby Island I"	"E0179"	10388	""	101658	"Unit 2"	"10/1/1984"	TRUE	"1/1/2013"	"MNTAGU_7_NEWBYI"	""	"Fortistar Methane Group"	"San Jose"	"Santa Clara"	"CA"
"Newby Island I"	"E0179"	10388	""	101658	"Unit 3"	"10/1/1984"	TRUE	"2/6/2013"	"MNTAGU_7_NEWBYI"	""	"Fortistar Methane Group"	"San Jose"	"Santa Clara"	"CA"
"Newby Island I"	"E0179"	10388	""	101658	"Unit 4"	"10/1/1984"	TRUE	"11/30/2013"	"MNTAGU_7_NEWBYI"	""	"Fortistar Methane Group"	"San Jose"	"Santa Clara"	"CA"
"Sunnyvale Water Pollution Control Plant"	"E0181"	57557	"60277A"	100092	"S-14"	"7/1/1997"	FALSE	""	"LAWRNC_7_SUNYVL"	"SUNNYVALE LANDFILL GAS POWER GENERATION FACILITY"	"City of Sunnyvale Water Pollution Control Plant"	"Sunnyvale"	"Santa Clara"	"CA"
"Sunnyvale Water Pollution Control Plant"	"E0181"	57557	"60277A"	100092	"S-15"	"7/1/1997"	FALSE	""	"LAWRNC_7_SUNYVL"	"SUNNYVALE LANDFILL GAS POWER GENERATION FACILITY"	"City of Sunnyvale Water Pollution Control Plant"	"Sunnyvale"	"Santa Clara"	"CA"
"MM Prima Deshecha Energy LLC"	"E0194"	55601	"60552A"	101711	"Unit 1"	"3/1/1999"	FALSE	""	"CPSTNO_7_PRMADS"	"PRIMA DESHECHA LANDFILL"	"Fortistar Methane Group"	"San Juan Capistrano"	"Orange"	"CA"
"MM Prima Deshecha Energy LLC"	"E0194"	55601	"60552A"	101711	"Unit 2"	"3/1/1999"	FALSE	""	"CPSTNO_7_PRMADS"	"PRIMA DESHECHA LANDFILL"	"Fortistar Methane Group"	"San Juan Capistrano"	"Orange"	"CA"
"Central LF (Sonoma) Phase I"	"E0195"	55752	"60097A"	100096	"P11"	"7/1/1993"	FALSE	""	"SNMALF_6_UNITS"	"Central Disposal Site LFG Power Plant"	"Sonoma County Department of Transportation and Public Works"	"Petaluma"	"Sonoma"	"CA"
"Central LF (Sonoma) Phase I"	"E0195"	55752	"60097A"	100096	"P11-14"	"7/1/1993"	FALSE	""	"SNMALF_6_UNITS"	"Central Disposal Site LFG Power Plant"	"Sonoma County Department of Transportation and Public Works"	"Petaluma"	"Sonoma"	"CA"
"Central LF (Sonoma) Phase I"	"E0195"	55752	"60097A"	100096	"P12"	"7/1/1993"	FALSE	""	"SNMALF_6_UNITS"	"Central Disposal Site LFG Power Plant"	"Sonoma County Department of Transportation and Public Works"	"Petaluma"	"Sonoma"	"CA"
"Central LF (Sonoma) Phase I"	"E0195"	55752	"60097A"	100096	"P13"	"7/1/1993"	FALSE	""	"SNMALF_6_UNITS"	"Central Disposal Site LFG Power Plant"	"Sonoma County Department of Transportation and Public Works"	"Petaluma"	"Sonoma"	"CA"
"Central LF (Sonoma) Phase I"	"E0195"	55752	"60097A"	100096	"P14"	"7/1/1993"	FALSE	""	"SNMALF_6_UNITS"	"Central Disposal Site LFG Power Plant"	"Sonoma County Department of Transportation and Public Works"	"Petaluma"	"Sonoma"	"CA"
"Central LF (Sonoma) Phase II"	"E0196"	55753	"60097A"	100096	"P21"	"6/1/1996"	FALSE	""	"SNMALF_6_UNITS"	"Central Disposal Site LFG Power Plant"	"Sonoma County Department of Transportation and Public Works"	"Petaluma"	"Sonoma"	"CA"
"Central LF (Sonoma) Phase II"	"E0196"	55753	"60097A"	100096	"P21-24"	"6/1/1996"	FALSE	""	"SNMALF_6_UNITS"	"Central Disposal Site LFG Power Plant"	"Sonoma County Department of Transportation and Public Works"	"Petaluma"	"Sonoma"	"CA"
"Central LF (Sonoma) Phase II"	"E0196"	55753	"60097A"	100096	"P22"	"6/1/1996"	FALSE	""	"SNMALF_6_UNITS"	"Central Disposal Site LFG Power Plant"	"Sonoma County Department of Transportation and Public Works"	"Petaluma"	"Sonoma"	"CA"
"Central LF (Sonoma) Phase II"	"E0196"	55753	"60097A"	100096	"P23"	"6/1/1996"	FALSE	""	"SNMALF_6_UNITS"	"Central Disposal Site LFG Power Plant"	"Sonoma County Department of Transportation and Public Works"	"Petaluma"	"Sonoma"	"CA"
"Central LF (Sonoma) Phase II"	"E0196"	55753	"60097A"	100096	"P24"	"6/1/1996"	FALSE	""	"SNMALF_6_UNITS"	"Central Disposal Site LFG Power Plant"	"Sonoma County Department of Transportation and Public Works"	"Petaluma"	"Sonoma"	"CA"
"Central LF (Sonoma) Phase III"	"E0197"	55880	"60097A"	100096	"P31"	"1/1/2003"	FALSE	""	"SNMALF_6_UNITS"	"Central Disposal Site LFG Power Plant"	"Sonoma County Department of Transportation and Public Works"	"Petaluma"	"Sonoma"	"CA"
"Central LF (Sonoma) Phase III"	"E0197"	55880	"60097A"	100096	"P31-32"	"1/1/2003"	FALSE	""	"SNMALF_6_UNITS"	"Central Disposal Site LFG Power Plant"	"Sonoma County Department of Transportation and Public Works"	"Petaluma"	"Sonoma"	"CA"
"Central LF (Sonoma) Phase III"	"E0197"	55880	"60097A"	100096	"P32"	"1/1/2003"	FALSE	""	"SNMALF_6_UNITS"	"Central Disposal Site LFG Power Plant"	"Sonoma County Department of Transportation and Public Works"	"Petaluma"	"Sonoma"	"CA"
"Buena Vista Biomass"	"E0201"	58472	"60905"	104450	"1"	"1/13/2013"	FALSE	""	"JAKVAL_2_IONE"	""	"Buena Vista Biomass Power"	"Ione"	"Amador"	"CA"
"MM San Diego LLC - North City"	"E0202"	55602	"60482A"	100097	"Gen 1-4"	"3/1/1999"	FALSE	""	"EGATE_7_NOCITY"	"MM San Diego LLC - North City"	"Fortistar Methane Group"	"San Diego"	"San Diego"	"CA"
"Kiefer Landfill Gas-to-Energy Facility"	"E0203"	55766	"62565A"	101100	"1"	"12/1/1999"	FALSE	""	""	""	"County of Sacramento Waste Management"	"Sloughhouse"	"Sacramento"	"CA"
"Kiefer Landfill Gas-to-Energy Facility"	"E0203"	55766	"62565A"	101100	"2"	"12/1/1999"	FALSE	""	""	""	"County of Sacramento Waste Management"	"Sloughhouse"	"Sacramento"	"CA"
"Kiefer Landfill Gas-to-Energy Facility"	"E0203"	55766	"62565A"	101100	"3"	"12/1/1999"	FALSE	""	""	""	"County of Sacramento Waste Management"	"Sloughhouse"	"Sacramento"	"CA"
"MN Colton Genco LLC (Retired 2013)"	"E0204"	56167	"60722A"	101710	"1"	"4/1/2004"	TRUE	"10/22/2013"	"COLTON_7_LNDFIL"	""	"Fortistar Methane Group"	"Colton"	"San Bernardino"	"CA"
"Miramar Energy LLC LFG"	"E0205"	55094	""	NA	"GEN 1"	"5/1/2012"	FALSE	""	""	""	"Fortistar Methane Group"	"San Diego"	"San Diego"	"CA"
"Miramar Energy LLC LFG"	"E0205"	55094	""	NA	"GEN 2"	"5/1/2012"	FALSE	""	""	""	"Fortistar Methane Group"	"San Diego"	"San Diego"	"CA"
"MN Milliken Genco LLC (Retired 2014)"	"E0206"	56171	"60506A"	101434	"1"	"7/1/2003"	TRUE	"5/13/2014"	"CHINO_7_MILIKN"	"MILLIKEN LANDFILL PROJECT (AGGREGATE)"	"Fortistar Methane Group"	"Ontario"	"San Bernardino"	"CA"
"MN Milliken Genco LLC (Retired 2014)"	"E0206"	56171	"60506A"	101434	"2"	"7/1/2003"	TRUE	"5/13/2014"	"CHINO_7_MILIKN"	"MILLIKEN LANDFILL PROJECT (AGGREGATE)"	"Fortistar Methane Group"	"Ontario"	"San Bernardino"	"CA"
"El Sobrante Landfill"	"E0207"	56534	"60292A"	100101	"1"	"12/1/2004"	FALSE	""	"VALLEY_7_UNITA1"	"EL SOBRANTE LANDFILL GAS GENERATION"	"WM Energy Solutions Inc"	"Corona"	"Riverside"	"CA"
"El Sobrante Landfill"	"E0207"	56534	"60292A"	100101	"2"	"12/1/2004"	FALSE	""	"VALLEY_7_UNITA1"	"EL SOBRANTE LANDFILL GAS GENERATION"	"WM Energy Solutions Inc"	"Corona"	"Riverside"	"CA"
"El Sobrante Landfill"	"E0207"	56534	"60292A"	100101	"3"	"12/1/2004"	FALSE	""	"VALLEY_7_UNITA1"	"EL SOBRANTE LANDFILL GAS GENERATION"	"WM Energy Solutions Inc"	"Corona"	"Riverside"	"CA"
"Simi Valley Landfill"	"E0208"	56535	""	NA	"1"	"12/1/2004"	FALSE	""	"MOORPK_7_UNITA1"	"SIMI VALLEY LANDFILL GAS GENERATION"	"WM Energy Solutions Inc"	"Simi Valley"	"Ventura"	"CA"
"Simi Valley Landfill"	"E0208"	56535	""	NA	"2"	"12/1/2004"	FALSE	""	"MOORPK_7_UNITA1"	"SIMI VALLEY LANDFILL GAS GENERATION"	"WM Energy Solutions Inc"	"Simi Valley"	"Ventura"	"CA"
"MN Mid Valley Genco LLC"	"E0209"	56170	"60505A"	101033	"1"	"6/1/2003"	FALSE	""	"ETIWND_7_MIDVLY"	"MID VALLEY LANDFILL PROJECT (AGGREGATE)"	"Fortistar Methane Group"	"Rialto"	"San Bernardino"	"CA"
"MN Mid Valley Genco LLC"	"E0209"	56170	"60505A"	101033	"2"	"6/1/2003"	FALSE	""	"ETIWND_7_MIDVLY"	"MID VALLEY LANDFILL PROJECT (AGGREGATE)"	"Fortistar Methane Group"	"Rialto"	"San Bernardino"	"CA"
"RCWMD Badlands Power Plant"	"E0210"	55820	""	NA	"1"	"2/1/2001"	FALSE	""	"VALLEY_7_BADLND"	"Badlands Landfill Gas to Energy Facility"	"County of Riverside Waste Management Department"	"Moreno Valley"	"Riverside"	"CA"
"Oxnard Wastewater Treatment Plant"	"E0211"	50224	""	NA	"7610"	"8/1/1981"	FALSE	""	"SNCLRA_6_QF"	"SANTA CLARA AREA LUMPED UNITS"	"City of Oxnard Wastewater Division"	"Oxnard"	"Ventura"	"CA"
"Oxnard Wastewater Treatment Plant"	"E0211"	50224	""	NA	"7710"	"8/1/1981"	FALSE	""	"SNCLRA_6_QF"	"SANTA CLARA AREA LUMPED UNITS"	"City of Oxnard Wastewater Division"	"Oxnard"	"Ventura"	"CA"
"Oxnard Wastewater Treatment Plant"	"E0211"	50224	""	NA	"7810"	"8/1/1981"	FALSE	""	"SNCLRA_6_QF"	"SANTA CLARA AREA LUMPED UNITS"	"City of Oxnard Wastewater Division"	"Oxnard"	"Ventura"	"CA"
"Total Energy Facilities"	"E0212"	10091	""	NA	"GEN 1"	"1/1/1986"	FALSE	""	"MESAS_2_QF"	"MESA SOUTH AREA LUMPED UNITS"	"County Sanitation Districts of Los Angeles County"	"Carson"	"Los Angeles"	"CA"
"Total Energy Facilities"	"E0212"	10091	""	NA	"GEN 2"	"2/1/2001"	FALSE	""	"MESAS_2_QF"	"MESA SOUTH AREA LUMPED UNITS"	"County Sanitation Districts of Los Angeles County"	"Carson"	"Los Angeles"	"CA"
"Total Energy Facilities"	"E0212"	10091	""	NA	"GEN 3"	"12/1/2000"	FALSE	""	"MESAS_2_QF"	"MESA SOUTH AREA LUMPED UNITS"	"County Sanitation Districts of Los Angeles County"	"Carson"	"Los Angeles"	"CA"
